id,name,sex,age,channel_id,mobile,province,city
CU17028317982045,韩先生,男,53,100000008,18557140683,福建省,让胡路区
CU17027493028176,孟先生,男,36,100000008,13960943512,吉林省,额尔古纳市
CU17018897031264,华小姐,女,39,100000008,17393451286,海南省,伊春市
CU17027156273089,和小姐,女,39,100000009,13840162983,辽宁省,阿城区
CU17015824350916,马先生,男,25,100000008,15787624301,贵州省,鸡泽县
CU17016218695437,朱小姐,女,50,100000006,18802548971,贵州省,佳木斯市
CU17019814273095,赵女士,女,40,100000007,18740183257,黑龙江省,双滦区
CU17017576903812,庞先生,男,57,100000005,18762053741,澳门特别行政区,大石桥市
CU17016350819746,舒先生,男,49,100000001,13730197258,甘肃省,龙江县
CU17027346178925,罗小姐,女,21,100000004,13849307281,重庆市,路北区
CU17022276135480,皮女士,女,38,100000006,15869257431,广西壮族自治区,阜平县
CU17019327146098,董小姐,女,58,100000005,18675380124,江西省,绥滨县
CU17027048321679,俞小姐,女,39,100000005,13347982350,内蒙古自治区,锡林郭勒盟
CU17021906531724,酆女士,女,46,100000009,15765384921,山东省,阳泉市
CU17017153269740,明女士,女,46,100000005,15623578140,北京市,大城县
CU17016198063452,邹先生,男,32,100000007,14717352846,安徽省,邯郸市
CU17016870219564,鲍小姐,女,46,100000000,18604982751,澳门特别行政区,克山县
CU17020145709386,苏先生,男,51,100000001,18693614250,台湾省,科尔沁左翼后旗
CU17025963705418,施女士,女,33,100000004,17432607918,安徽省,沙河市
CU17020529403618,陈女士,女,47,100000003,15561790543,广东省,泽州县
CU17022691308725,和小姐,女,60,100000007,17673946850,安徽省,芮城县
CU17028725864109,雷女士,女,29,100000001,17135702461,西藏自治区,鸡泽县
CU17021235781460,凤先生,男,31,100000003,15357361042,北京市,前郭尔罗斯蒙古族自治县
CU17027530128946,卫女士,女,47,100000003,18269271840,河南省,杭锦后旗
CU17018168207349,凤小姐,女,50,100000007,18079013854,内蒙古自治区,吴桥县
CU17018692835170,水先生,男,54,100000006,18465798214,河北省,翼城县
CU17028739201685,常先生,男,48,100000005,18616702354,四川省,和林格尔县
CU17021125093687,余先生,男,29,100000006,13271685423,上海市,河津市
CU17022034275816,祝小姐,女,20,100000009,17530124765,台湾省,回民区
CU17015624813570,张先生,男,55,100000005,17118742095,重庆市,行唐县
CU17028625370489,韦小姐,女,33,100000008,13779610352,甘肃省,吴桥县
CU17028269548073,薛小姐,女,58,100000009,15636548901,安徽省,宽城区
CU17023401583972,时女士,女,53,100000001,15672859601,吉林省,五营区
CU17016837124560,陈小姐,女,26,100000001,13421568439,江苏省,敦化市
CU17015689740132,华女士,女,27,100000000,13714802593,重庆市,红岗区
CU17028325918706,苏小姐,女,53,100000001,18020495136,湖北省,寿阳县
CU17013754396018,戴女士,女,58,100000003,18623580741,西藏自治区,工农区
CU17018745623908,顾小姐,女,38,100000000,18648306759,青海省,南岔区
CU17022618594702,俞小姐,女,47,100000005,17909865123,湖南省,永吉县
CU17025691057482,孟先生,男,39,100000007,13047510629,台湾省,伊春区
CU17023018674523,汤女士,女,50,100000005,17548130952,内蒙古自治区,宁武县
CU17023276034518,邵先生,男,53,100000002,17263017954,西藏自治区,本溪满族自治县
CU17014705942183,金女士,女,58,100000004,17468049231,福建省,巴彦淖尔市
CU17026285374160,尤女士,女,44,100000009,17425017936,安徽省,忻府区
CU17022065839247,卫先生,男,35,100000005,18489701543,上海市,汾阳市
CU17013087943216,沈小姐,女,58,100000007,15723875614,甘肃省,抚宁区
CU17019891423607,奚小姐,女,26,100000003,18643607918,天津市,深州市
CU17027247380569,杨先生,男,40,100000002,18454832096,甘肃省,道外区
CU17011097526831,彭先生,男,32,100000001,17648975210,四川省,辽宁省
CU17017976041523,蒋先生,男,33,100000006,13832745986,云南省,尧都区
CU17028380927465,韩小姐,女,56,100000003,13749835720,内蒙古自治区,临城县
CU17014780162495,梁先生,男,20,100000009,18586513720,吉林省,蔚县
CU17024397082146,汪先生,男,54,100000004,18838641097,福建省,浑源县
CU17017340526891,吴先生,男,23,100000002,18842309651,香港特别行政区,青县
CU17011289603471,邬先生,男,36,100000001,17936578029,福建省,多伦县
CU17016295047136,廉小姐,女,46,100000009,18409347526,黑龙江省,乌拉特后旗
CU17024560981342,施先生,男,44,100000000,18263450928,福建省,榆树市
CU17014742930561,施先生,男,24,100000007,15898063754,河北省,吕梁市
CU17011379410862,萧先生,男,27,100000004,13363541078,辽宁省,友谊县
CU17012761532089,狄小姐,女,48,100000006,18494061358,云南省,双辽市
CU17018238647159,何小姐,女,50,100000003,17103952618,香港特别行政区,磐石市
CU17017752860931,时先生,男,49,100000007,18237901285,河北省,铁岭县
CU17018416309875,米小姐,女,45,100000001,18780362197,山西省,石景山区
CU17014278394510,苗女士,女,43,100000002,18714578269,海南省,扎鲁特旗
CU17023148657209,何先生,男,56,100000007,17425890436,广东省,城区
CU17026908763421,谢小姐,女,40,100000001,13109365481,河北省,城区
CU17021742536019,云女士,女,23,100000004,17781742059,湖北省,临猗县
CU17022153948720,凤女士,女,25,100000003,15581729643,天津市,侯马市
CU17025145379620,明小姐,女,22,100000000,17619062485,重庆市,牙克石市
CU17028867019234,张女士,女,36,100000000,13771320684,台湾省,临县
CU17022298137045,何女士,女,52,100000004,18553270148,安徽省,沈北新区
CU17028914537028,傅小姐,女,59,100000006,13369735024,上海市,阜平县
CU17025543901867,云小姐,女,25,100000006,18916209458,西藏自治区,无极县
CU17019754819203,水女士,女,25,100000003,17620478615,黑龙江省,丹东市
CU17028693257481,黄先生,男,34,100000001,15257349816,四川省,法库县
CU17013408561937,贺女士,女,51,100000000,17423684709,台湾省,鸡东县
CU17026382601497,顾女士,女,35,100000001,15986532094,重庆市,西岗区
CU17026945302781,齐女士,女,53,100000000,13654896073,天津市,左权县
CU17020579263180,于女士,女,43,100000008,17145103297,安徽省,赞皇县
CU17023279508641,萧女士,女,39,100000004,18772564893,西藏自治区,永清县
CU17014692785413,吕小姐,女,36,100000000,15630297816,宁夏回族自治区,兴山区
CU17028468370512,曹先生,男,48,100000003,18942856710,香港特别行政区,宁城县
CU17012518490376,鲍小姐,女,42,100000006,17158493217,天津市,原平市
CU17025258103764,乐小姐,女,49,100000006,17472864519,贵州省,丰镇市
CU17013879562401,鲍小姐,女,44,100000009,15093572160,重庆市,大洼区
CU17014231805769,安女士,女,22,100000008,13916794802,河北省,五常市
CU17021189725306,岑女士,女,58,100000003,15304795162,山西省,宝清县
CU17016923164758,曹小姐,女,54,100000004,18647025913,广东省,宁城县
CU17021278346190,禹小姐,女,58,100000008,17826708934,吉林省,怀安县
CU17023752036198,贺小姐,女,30,100000003,13303158947,贵州省,集安市
CU17016035789126,蒋先生,男,58,100000008,15536790458,四川省,临江市
CU17025706289314,王小姐,女,32,100000006,17238261579,西藏自治区,沁水县
CU17016149752038,舒女士,女,59,100000002,15051289063,山东省,阿鲁科尔沁旗
CU17024350649127,傅小姐,女,44,100000001,17998647531,四川省,临西县
CU17011763412508,董小姐,女,55,100000008,18615362078,山东省,东丽区
CU17020549287360,陶女士,女,29,100000009,13770825163,北京市,霍林郭勒市
CU17016368792154,史先生,男,43,100000003,13145836729,山西省,喀喇沁左翼蒙古族自治县
CU17026604175293,唐先生,男,59,100000005,18707846593,辽宁省,津南区
CU17020930461725,曹女士,女,45,100000006,13646328071,山西省,泊头市
CU17022376914528,祝先生,男,53,100000002,17517249583,山西省,兴和县
CU17017398576201,傅小姐,女,23,100000009,13401957438,福建省,安国市
CU17020910547386,邹先生,男,27,100000000,18653290718,辽宁省,友好区
CU17028789432015,和女士,女,35,100000009,18751730698,甘肃省,商都县
CU17012681752490,凤女士,女,53,100000002,13363170859,西藏自治区,青山区
CU17012468152397,袁小姐,女,33,100000002,17272859143,上海市,元氏县
CU17026719825460,禹小姐,女,52,100000007,17672914830,天津市,磴口县
CU17021194502376,茅先生,男,48,100000006,15842098136,湖南省,沈河区
CU17014306194852,吴先生,男,24,100000007,17465849072,内蒙古自治区,双城区
CU17020579283064,酆先生,男,32,100000008,15518093756,贵州省,大洼区
CU17023541803976,于女士,女,23,100000006,18291745328,湖南省,乌伊岭区
CU17015017853692,苏女士,女,57,100000004,17128974501,广东省,路北区
CU17021584261937,凤先生,男,20,100000009,15230498157,辽宁省,霍林郭勒市
CU17027980651273,狄女士,女,59,100000001,13493758620,天津市,喀喇沁旗
CU17014394680517,窦小姐,女,47,100000000,18337598146,湖北省,盖州市
CU17013539827416,史小姐,女,60,100000007,17659741320,湖北省,保定市
CU17017876914025,范小姐,女,28,100000002,15749630751,广东省,巴林右旗
CU17013735246918,陶女士,女,20,100000002,15824693108,江苏省,迎泽区
CU17014943710826,许先生,男,49,100000007,13901865473,澳门特别行政区,道里区
CU17017167283590,卜先生,男,33,100000005,18176023915,浙江省,赛罕区
CU17019935180672,酆女士,女,53,100000009,17775821394,浙江省,卢龙县
CU17014120789453,堪先生,男,43,100000001,18784215967,陕西省,洮北区
CU17024873420165,吴先生,男,40,100000008,18232680719,内蒙古自治区,东河区
CU17024705298416,苗小姐,女,52,100000009,17123978541,贵州省,馆陶县
CU17023368150274,毛女士,女,46,100000004,18701792854,海南省,龙沙区
CU17025890437216,谢先生,男,29,100000004,18503268759,湖南省,朔城区
CU17023095823416,陶先生,男,36,100000002,18227953186,辽宁省,沽源县
CU17012608573142,雷先生,男,52,100000008,18570864523,湖南省,鞍山市
CU17021452809671,狄女士,女,21,100000003,14783561927,河南省,岚县
CU17013970634128,方小姐,女,42,100000004,13812089365,云南省,高阳县
CU17015478092561,钱女士,女,23,100000002,17379325608,台湾省,东乌珠穆沁旗
CU17021520467319,张小姐,女,53,100000004,17719347086,上海市,同江市
CU17025208931746,殷小姐,女,41,100000000,18857109684,台湾省,土默特左旗
CU17016130274689,齐小姐,女,27,100000004,18736094812,新疆维吾尔自治区,弓长岭区
CU17024236985410,康小姐,女,20,100000006,18153087916,吉林省,长海县
CU17020247596083,花先生,男,20,100000008,18860418279,陕西省,丰满区
CU17027813097562,唐小姐,女,49,100000005,18507463219,甘肃省,松山区
CU17026106293785,明女士,女,44,100000009,18275429163,湖北省,康保县
CU17013028473516,和小姐,女,38,100000001,18235614928,青海省,泊头市
CU17026610792854,戚女士,女,56,100000003,17374068593,浙江省,巨鹿县
CU17020712395408,任小姐,女,25,100000002,17302149768,陕西省,富拉尔基区
CU17017127438560,魏先生,男,40,100000005,17948205376,上海市,蛟河市
CU17022024671895,朱小姐,女,40,100000003,17963972840,江苏省,站前区
CU17024936170852,廉小姐,女,25,100000003,13430256718,陕西省,大庆市
CU17020783691520,花小姐,女,51,100000006,17391570683,内蒙古自治区,承德市
CU17013037591846,滕女士,女,41,100000009,15074981523,广西壮族自治区,壶关县
CU17015048369521,邹先生,男,43,100000004,15129715640,西藏自治区,龙城区
CU17016960315482,平女士,女,53,100000003,18009328671,黑龙江省,锦州市
CU17021249537801,计先生,男,48,100000009,18267821450,海南省,任丘市
CU17020583214690,袁女士,女,35,100000000,17940978361,江苏省,鸡西市
CU17024916374852,潘先生,男,45,100000007,13405762183,吉林省,杏花岭区
CU17017368027194,沈先生,男,42,100000008,18814268593,新疆维吾尔自治区,通州区
CU17011890675431,堪先生,男,38,100000000,15331856024,辽宁省,小店区
CU17022139520864,唐女士,女,49,100000001,18824639517,山西省,集贤县
CU17016624593108,郎小姐,女,37,100000009,18136572198,河北省,沧县
CU17027691852073,赵小姐,女,32,100000003,13048591026,江西省,海州区
CU17013413807562,窦小姐,女,53,100000000,15096583120,甘肃省,榆社县
CU17026308651749,施女士,女,45,100000003,17307165832,北京市,长岭县
CU17027685742930,廉小姐,女,40,100000001,18738047912,天津市,交城县
CU17022065412793,范女士,女,36,100000002,15813892560,广东省,交口县
CU17014980265147,明女士,女,53,100000009,13542603591,江苏省,清苑区
CU17026189352607,水先生,男,54,100000001,15965981732,宁夏回族自治区,南岗区
CU17026594307826,钱女士,女,51,100000002,17109436287,辽宁省,土默特右旗
CU17020140765923,贺女士,女,44,100000003,15128053649,河南省,浑江区
CU17025124906875,屈小姐,女,42,100000003,17467329458,安徽省,延吉市
CU17028918754362,殷小姐,女,46,100000000,15389524710,海南省,巴彦淖尔市
CU17015190483256,费女士,女,49,100000005,13549857206,新疆维吾尔自治区,长治县
CU17019037851642,宋先生,男,42,100000001,18476543209,台湾省,佳木斯市
CU17023472631958,尹小姐,女,42,100000009,15663048759,陕西省,浑源县
CU17019631258407,齐女士,女,57,100000000,13815428609,重庆市,长白朝鲜族自治县
CU17028586490723,宋小姐,女,37,100000006,18679305214,贵州省,围场满族蒙古族自治县
CU17021279538401,汤先生,男,57,100000008,18959018627,上海市,包头市
CU17021028153769,费女士,女,26,100000003,15698416023,湖南省,西市区
CU17022496130752,严先生,男,41,100000008,17169310425,澳门特别行政区,石景山区
CU17023862019437,昌女士,女,23,100000001,17161057243,湖南省,呼和浩特市
CU17014970618532,黄小姐,女,33,100000003,13031065894,香港特别行政区,铁岭市
CU17027647058319,纪女士,女,36,100000006,18282751349,西藏自治区,磁县
CU17019598471026,纪先生,男,20,100000009,15873218690,湖北省,太谷县
CU17011091254378,唐女士,女,47,100000002,13469382401,宁夏回族自治区,任丘市
CU17024542380916,韩小姐,女,54,100000004,18178135406,辽宁省,宝山区
CU17023310625894,屈女士,女,51,100000003,17625167394,福建省,文水县
CU17019423186975,郎先生,男,57,100000007,17750748931,甘肃省,运城市
CU17020624589730,廉小姐,女,52,100000009,18723076514,香港特别行政区,峰峰矿区
CU17020578013692,殷小姐,女,42,100000001,15596713542,广西壮族自治区,振安区
CU17027925704813,施小姐,女,42,100000000,18627658139,西藏自治区,开平区
CU17021708596124,吴女士,女,26,100000000,13228491753,上海市,牙克石市
CU17016642105938,茅先生,男,32,100000002,15043870129,湖南省,衡水市
CU17023780195462,戚女士,女,22,100000003,15880135274,河南省,兴隆县
CU17025047192538,云小姐,女,38,100000006,13139546170,西藏自治区,双阳区
CU17025947106538,和女士,女,41,100000007,13449862170,贵州省,蓟州区
CU17017784693025,郝小姐,女,23,100000003,18832086517,上海市,静海区
CU17021784205136,廉先生,男,45,100000004,15174865913,陕西省,涞源县
CU17025609543817,傅小姐,女,41,100000006,18634821975,山西省,大东区
CU17019401895327,褚先生,男,36,100000005,15883291670,甘肃省,围场满族蒙古族自治县
CU17021378940612,汪小姐,女,60,100000000,13362534701,山西省,兴安区
CU17024506783129,明女士,女,23,100000007,13453690718,新疆维吾尔自治区,通化县
CU17020065837124,熊小姐,女,30,100000000,15765183024,山东省,白塔区
CU17026590647183,施女士,女,27,100000000,15378361405,四川省,葫芦岛市
CU17017529136048,舒女士,女,23,100000004,18251784290,天津市,杜尔伯特蒙古族自治县
CU17016753961284,安先生,男,30,100000002,15825781690,江西省,海港区
CU17017950182436,伏女士,女,58,100000009,17346218395,广西壮族自治区,本溪市
CU17026971308524,任女士,女,46,100000001,17493561074,贵州省,献县
CU17024037245961,魏先生,男,53,100000008,13658470139,香港特别行政区,工农区
CU17020069324751,庞小姐,女,48,100000001,17327165893,福建省,枣强县
CU17019406857219,余先生,男,58,100000003,18012568473,山西省,康平县
CU17018253981764,葛先生,男,29,100000001,13295281647,青海省,通州区
CU17013592761308,费小姐,女,48,100000000,15056342097,安徽省,临汾市
CU17015529047183,汪小姐,女,57,100000002,15023486519,青海省,霍州市
CU17017069821475,雷先生,男,47,100000001,15314639250,山西省,榆次区
CU17024423685710,杨先生,男,32,100000006,17297562831,宁夏回族自治区,庄河市
CU17020372681459,姚女士,女,38,100000007,15619360874,澳门特别行政区,清苑区
CU17017176485239,邹先生,男,33,100000002,13358304967,青海省,长安区
CU17019798431560,章先生,男,49,100000005,17491670325,湖北省,门头沟区
CU17017237618059,董女士,女,33,100000009,13013509784,贵州省,宁河区
CU17023169053874,孙女士,女,53,100000005,13084257906,内蒙古自治区,灵寿县
CU17023019674852,姚小姐,女,47,100000001,13674036125,甘肃省,古冶区
CU17021264153890,孙小姐,女,32,100000007,17970238964,江苏省,珲春市
CU17018703142865,平女士,女,39,100000005,15393714802,辽宁省,永清县
CU17016795843061,卫小姐,女,47,100000005,18073425108,辽宁省,通化市
CU17015824365170,严小姐,女,51,100000007,15904256397,辽宁省,连山区
CU17027387219460,于先生,男,27,100000005,18249105736,湖南省,承德市
CU17027892543610,费小姐,女,28,100000009,13501824357,内蒙古自治区,鄂尔多斯市
CU17017697450328,雷女士,女,41,100000008,17227083615,天津市,灯塔市
CU17021867450913,明女士,女,51,100000005,13165792834,甘肃省,沧县
CU17028036581497,伍小姐,女,31,100000003,15210745369,河北省,岭东区
CU17028807253614,屈女士,女,56,100000009,18794780521,湖南省,石家庄市
CU17022915726034,纪小姐,女,50,100000006,15908412975,福建省,牙克石市
CU17019803264971,郎小姐,女,38,100000004,18324813907,安徽省,沧县
CU17016843560279,黄女士,女,59,100000000,13441065297,河南省,裕华区
CU17023245986710,魏小姐,女,47,100000009,15196532840,陕西省,河津市
CU17027196342850,董女士,女,27,100000000,15531895670,吉林省,吕梁市
CU17022635497128,孟小姐,女,40,100000009,17386247059,宁夏回族自治区,丹东市
CU17023231790548,穆先生,男,24,100000009,17364021859,甘肃省,武邑县
CU17024396107524,纪女士,女,45,100000003,17824579068,贵州省,凤城市
CU17027316204897,纪女士,女,48,100000007,18581902546,江西省,涿州市
CU17012670184235,顾女士,女,21,100000002,13274629513,河南省,方山县
CU17024375298104,岑女士,女,36,100000009,18683426195,陕西省,浑源县
CU17013172654809,奚女士,女,56,100000005,18948503762,上海市,盘山县
CU17025834156297,奚小姐,女,26,100000005,15295078341,海南省,河间市
CU17021638954012,穆先生,男,46,100000004,18958609432,新疆维吾尔自治区,镶黄旗
CU17025569270348,邵女士,女,41,100000004,18206853497,福建省,扎鲁特旗
CU17026536908712,严先生,男,46,100000007,13240685932,广西壮族自治区,城区
CU17025049275831,尹小姐,女,51,100000006,15378964531,福建省,翼城县
CU17014652413870,袁先生,男,40,100000005,17513428659,甘肃省,阳城县
CU17025158274039,柳女士,女,55,100000008,13084053619,辽宁省,额尔古纳市
CU17024289104375,雷女士,女,29,100000002,18646985307,福建省,尚义县
CU17018105846239,舒女士,女,45,100000006,18719782346,四川省,岢岚县
CU17016314068597,萧女士,女,28,100000001,15767912054,青海省,库伦旗
CU17022751906432,唐小姐,女,57,100000006,13897053416,江西省,三河市
CU17017319027865,酆先生,男,51,100000006,14707529364,西藏自治区,和顺县
CU17019613458709,张女士,女,26,100000005,14758790614,澳门特别行政区,富拉尔基区
CU17028046897231,柏女士,女,45,100000000,18594015382,山西省,杭锦旗
CU17021413605829,范先生,男,58,100000002,17850614873,西藏自治区,深州市
CU17022135790826,金先生,男,53,100000004,18273298056,重庆市,长白朝鲜族自治县
CU17027257634819,吴女士,女,57,100000004,15359132706,四川省,乌伊岭区
CU17023308497261,吴先生,男,38,100000000,13614890635,安徽省,友谊县
CU17023478129360,薛小姐,女,55,100000006,17173481506,云南省,离石区
CU17019781405926,乐女士,女,28,100000009,15880127953,山东省,桃城区
CU17028239041586,章先生,男,27,100000009,13924379056,四川省,邯郸市
CU17016935048271,卞小姐,女,50,100000005,13574583621,内蒙古自治区,准格尔旗
CU17013298054713,华女士,女,33,100000001,13720475869,宁夏回族自治区,曹妃甸区
CU17019781945630,贝小姐,女,23,100000002,18521780436,青海省,襄汾县
CU17018439281675,常女士,女,50,100000008,17417562398,山西省,宁城县
CU17019724319068,顾女士,女,22,100000002,15342538796,吉林省,碾子山区
CU17028128903457,酆小姐,女,59,100000004,18328340591,陕西省,黑龙江省
CU17022781946025,韩女士,女,30,100000005,15781937460,福建省,孝义市
CU17017527103496,孙小姐,女,40,100000001,17919460857,辽宁省,桥西区
