id,name,sex,age,channel_id,mobile,province,city
CU17021198452760,杨先生,男,30,100000007,17731456820,江西省,龙潭区
CU17013153876294,华先生,男,27,100000005,17924187563,福建省,鄂尔多斯市
CU17014258061943,傅女士,女,20,100000002,13051836027,广西壮族自治区,科尔沁右翼中旗
CU17013879650234,堪小姐,女,25,100000005,18547632905,青海省,土默特左旗
CU17028138764902,禹先生,男,60,100000000,17614893027,广东省,木兰县
CU17019213479586,赵先生,男,21,100000005,18243817260,吉林省,桦川县
CU17021482903651,堪先生,男,25,100000009,13870861942,重庆市,顺平县
CU17014956210437,酆先生,男,59,100000005,13326784109,山东省,忻府区
CU17027186429357,萧先生,男,30,100000008,17491830427,四川省,鄂托克前旗
CU17021257096184,和小姐,女,23,100000006,18770462358,福建省,门头沟区
CU17015174523968,成小姐,女,22,100000004,13374690583,陕西省,易县
CU17015048561792,姚先生,男,40,100000001,18027934160,安徽省,黎城县
CU17020795034268,鲍女士,女,46,100000003,18873489065,四川省,葫芦岛市
CU17020682130459,李先生,男,43,100000005,15058631907,山东省,集安市
CU17020140978256,鲍小姐,女,50,100000006,15836849572,山东省,兴隆台区
CU17022810463957,顾女士,女,24,100000003,18080934256,福建省,东洲区
CU17012976180542,韦先生,男,30,100000003,18852638017,甘肃省,带岭区
CU17014902751834,姜女士,女,45,100000004,15627680954,黑龙江省,伊春区
CU17022702458631,孟小姐,女,26,100000007,14764957302,上海市,依安县
CU17012824591037,朱女士,女,32,100000003,18268341509,四川省,镇赉县
CU17028528039147,费女士,女,31,100000001,15178690451,安徽省,深州市
CU17012426938017,尤女士,女,38,100000005,15738790564,江苏省,曲阳县
CU17018697824530,冯女士,女,31,100000006,15575316840,浙江省,左云县
CU17027820641975,梁先生,男,46,100000001,18662753890,山东省,朝阳县
CU17021917236584,宋女士,女,54,100000007,15875621908,河北省,台安县
CU17022416092873,毛先生,男,28,100000009,13701958764,河南省,兴和县
CU17018497652083,花小姐,女,40,100000009,17981769305,黑龙江省,友好区
CU17015136058942,方小姐,女,40,100000007,17180523691,上海市,南和县
CU17028189052763,计女士,女,29,100000002,17530157846,黑龙江省,灵石县
CU17025532091746,毕女士,女,48,100000006,15883916527,辽宁省,新巴尔虎左旗
CU17026293806541,尹小姐,女,49,100000002,13359138604,浙江省,乌审旗
CU17022831049625,倪小姐,女,50,100000005,18924807931,重庆市,前郭尔罗斯蒙古族自治县
CU17027829340675,金女士,女,20,100000000,13901279658,四川省,绥中县
CU17019972564083,卜先生,男,27,100000002,15139716548,河北省,阿鲁科尔沁旗
CU17026873240915,王女士,女,57,100000000,18765382904,河北省,绥滨县
CU17026751694380,朱女士,女,56,100000007,15614528739,宁夏回族自治区,桥西区
CU17012135280964,孔小姐,女,48,100000002,17542693087,天津市,离石区
CU17015260389147,韩女士,女,48,100000001,13693475210,云南省,静乐县
CU17017391760485,纪女士,女,26,100000009,18757310829,广东省,太子河区
CU17026016348927,萧小姐,女,34,100000006,18539758061,河南省,吉林省
CU17015317806294,岑女士,女,51,100000002,18513265780,青海省,魏县
CU17019395710246,郑先生,男,35,100000004,18663957412,天津市,虎林市
CU17015510974823,毛女士,女,58,100000005,18569182354,新疆维吾尔自治区,永吉县
CU17016263954718,酆小姐,女,59,100000005,13364253081,黑龙江省,尖山区
CU17023372516409,谈先生,男,56,100000002,17815078934,云南省,晋源区
CU17022935240816,熊女士,女,24,100000001,17573045628,河北省,梨树县
CU17026417503896,戴小姐,女,36,100000000,15054803261,上海市,美溪区
CU17024350682497,米女士,女,41,100000000,18760581394,青海省,多伦县
CU17028215497083,柏小姐,女,29,100000007,18510958324,安徽省,乌伊岭区
CU17024724536198,平小姐,女,30,100000009,18981520639,江苏省,内丘县
CU17020206351874,顾小姐,女,20,100000008,13813096247,甘肃省,临县
CU17011058349167,花先生,男,43,100000003,17803741952,上海市,裕华区
CU17024643028975,沈女士,女,42,100000008,13949086257,江西省,中山区
CU17027068752934,廉女士,女,37,100000005,17148179325,湖南省,敦化市
CU17025980613745,屈女士,女,35,100000001,18883950461,福建省,扎赉诺尔区
CU17026350968427,钱女士,女,47,100000006,18005132469,江苏省,西市区
CU17026635192480,毕小姐,女,49,100000005,15791325708,浙江省,怀柔区
CU17014159468203,鲍女士,女,21,100000007,17580632491,四川省,杭锦后旗
CU17019542396870,马女士,女,51,100000006,13006257314,江西省,新巴尔虎右旗
CU17011573489012,花小姐,女,43,100000003,15990765481,北京市,集安市
CU17023618439750,宋先生,男,37,100000009,15989627315,山西省,甘南县
CU17028120478369,朱先生,男,47,100000003,13468204351,山西省,德惠市
CU17026269784103,臧先生,男,24,100000003,15031082765,台湾省,尧都区
CU17020964350827,秦先生,男,50,100000009,18720416597,上海市,井陉县
CU17014952817304,金小姐,女,58,100000007,17769430287,贵州省,甘南县
CU17011384129076,尤先生,男,53,100000009,17187425396,福建省,大兴区
CU17027745268931,马先生,男,58,100000001,14751986324,黑龙江省,城区
CU17011160235489,尤女士,女,53,100000009,13290381745,海南省,陈巴尔虎旗
CU17027364812905,谢女士,女,34,100000005,18851768940,青海省,海淀区
CU17025628937401,黄先生,男,33,100000000,17335901274,安徽省,长治县
CU17027510349876,尹先生,男,50,100000001,13132069481,西藏自治区,新巴尔虎右旗
CU17014429650817,臧小姐,女,54,100000002,13306954182,山东省,临江市
CU17015831764520,凤女士,女,25,100000004,15563098541,上海市,靖宇县
CU17024914538602,贺小姐,女,34,100000000,18018964507,天津市,新乐市
CU17015869534710,韩小姐,女,59,100000006,18840682951,安徽省,阿巴嘎旗
CU17025213780659,顾女士,女,40,100000005,18620653941,上海市,铁西区
CU17013716529834,吴先生,男,29,100000003,18102539814,黑龙江省,乾安县
CU17017034927518,俞女士,女,26,100000004,13401763492,贵州省,土默特右旗
CU17012914587023,狄小姐,女,36,100000001,17327019586,西藏自治区,尚义县
CU17012792318046,吴小姐,女,52,100000008,15562537980,香港特别行政区,长海县
CU17026365814079,凤先生,男,60,100000001,17334902617,内蒙古自治区,阿尔山市
CU17027986315427,庞女士,女,49,100000004,18918597042,陕西省,锡林浩特市
CU17018758190436,余小姐,女,57,100000006,18557361480,四川省,岫岩满族自治县
CU17012641932805,史小姐,女,27,100000004,18605378291,西藏自治区,阿尔山市
CU17013794258360,郎小姐,女,39,100000005,17787203465,新疆维吾尔自治区,杭锦后旗
CU17016481670532,任小姐,女,56,100000007,15527139046,内蒙古自治区,察哈尔右翼前旗
CU17019697341025,孔小姐,女,20,100000000,13429684175,吉林省,兴山区
CU17016842170693,鲍先生,男,34,100000000,13746901325,福建省,顺义区
CU17018819265037,孙先生,男,34,100000002,15552194086,四川省,西丰县
CU17025740869231,邹先生,男,45,100000004,17317394268,安徽省,北票市
CU17013605342897,鲍小姐,女,43,100000008,18554031287,甘肃省,北辰区
CU17019013598742,邬先生,男,36,100000006,18974062153,贵州省,拜泉县
CU17014943861502,彭女士,女,23,100000007,17784950631,河北省,沧县
CU17017829450173,许女士,女,51,100000002,15625867304,青海省,介休市
CU17014437928105,平小姐,女,51,100000008,18902146398,西藏自治区,宝坻区
CU17021481563729,狄小姐,女,57,100000003,13648053796,贵州省,阿拉善左旗
CU17015397826514,项女士,女,55,100000006,17732748061,云南省,浑江区
CU17025560972384,凤女士,女,47,100000006,13674158620,湖北省,红星区
CU17025589460721,屈女士,女,23,100000008,15801259847,西藏自治区,滦县
CU17018501973462,邵女士,女,42,100000004,18902815643,贵州省,梨树县
CU17015813907256,张先生,男,21,100000006,18606719384,重庆市,船营区
CU17012839125460,卞小姐,女,27,100000002,18897328605,江苏省,桥西区
CU17018289315746,贝女士,女,30,100000001,17168705914,浙江省,麻山区
CU17019710265849,祝小姐,女,54,100000007,18219356728,天津市,伊通满族自治县
CU17027061983257,齐女士,女,27,100000008,13147520196,贵州省,蛟河市
CU17022502486319,俞小姐,女,38,100000006,15137056928,辽宁省,铁西区
CU17016406379825,梁先生,男,40,100000000,18875014923,河北省,东乌珠穆沁旗
CU17016925817064,卞女士,女,28,100000002,18832064597,湖北省,龙山区
CU17028920753861,朱先生,男,28,100000003,18389074265,香港特别行政区,定襄县
CU17024963270845,安先生,男,30,100000002,13379034256,吉林省,阿拉善右旗
CU17012357409128,孙小姐,女,20,100000002,15894527680,青海省,龙城区
CU17018610497238,云先生,男,44,100000006,18463271895,福建省,铁岭县
CU17025031756248,华先生,男,59,100000001,17471894306,辽宁省,广阳区
CU17023698345201,韩女士,女,45,100000005,17624837590,广西壮族自治区,平山县
CU17012916084357,鲁小姐,女,48,100000005,15132856149,青海省,壶关县
CU17015785634910,朱先生,男,53,100000002,13074168390,澳门特别行政区,临猗县
CU17018514780639,熊小姐,女,55,100000000,17294218765,上海市,带岭区
CU17016970638541,齐女士,女,58,100000001,15525164389,黑龙江省,鄂尔多斯市
CU17023576401398,酆先生,男,52,100000004,13490476813,河南省,泽州县
CU17022452317608,任小姐,女,43,100000005,18575426810,安徽省,喀喇沁旗
CU17014976123584,费先生,男,44,100000004,17569513028,陕西省,朔州市
CU17020015492678,薛小姐,女,20,100000008,18898032416,河南省,凤城市
CU17014731590426,苏女士,女,26,100000009,13913056498,海南省,南和县
CU17025126890743,傅小姐,女,60,100000004,15706719423,陕西省,肥乡区
CU17015384629570,鲍先生,男,43,100000004,13861943275,广西壮族自治区,灵石县
CU17027750861423,花先生,男,52,100000006,18904325176,香港特别行政区,丰满区
CU17021713405896,于先生,男,52,100000008,18289135720,青海省,昆都仑区
CU17017647935802,孔先生,男,29,100000002,17529430876,西藏自治区,太原市
CU17021812406357,尹小姐,女,43,100000005,15067280431,海南省,繁峙县
CU17017367549820,郝先生,男,33,100000004,15264128530,澳门特别行政区,金州区
CU17027260375198,岑小姐,女,35,100000002,13294068327,西藏自治区,呼伦贝尔市
CU17011743596218,郎小姐,女,31,100000000,18689065341,四川省,古冶区
CU17013617849230,齐先生,男,59,100000002,17489247061,广东省,二道江区
CU17017258963417,于小姐,女,34,100000002,13473806941,山西省,古县
CU17011031854296,吴小姐,女,57,100000000,18415482390,上海市,正镶白旗
CU17013492861370,堪小姐,女,41,100000000,18592184357,江苏省,巴彦淖尔市
CU17017082541679,雷小姐,女,27,100000001,15534260587,辽宁省,甘南县
CU17013746850913,殷小姐,女,51,100000008,17913270645,吉林省,洮南市
CU17013387260954,秦先生,男,35,100000006,13419458067,新疆维吾尔自治区,铁锋区
CU17020693812754,时女士,女,38,100000001,15096427035,山西省,松原市
CU17028825794613,邹先生,男,60,100000000,17378510432,天津市,古塔区
CU17018173928406,吴先生,男,23,100000004,18648365019,湖北省,顺平县
CU17014450132798,汤小姐,女,46,100000009,13813625497,江西省,阳曲县
CU17020810943572,于小姐,女,38,100000007,18626041387,山东省,石景山区
CU17028912465783,喻小姐,女,33,100000002,18446012537,香港特别行政区,绛县
CU17017026571894,苗先生,男,52,100000004,18849651327,辽宁省,多伦县
CU17028062357498,奚女士,女,58,100000005,18923658910,四川省,铁东区
CU17014503297816,杨先生,男,52,100000006,13952179830,浙江省,新民市
CU17021457096281,章先生,男,35,100000005,15368904271,澳门特别行政区,怀来县
CU17012381256094,余小姐,女,25,100000008,18004876259,内蒙古自治区,朔州市
CU17028856139724,贝先生,男,42,100000008,15593701286,福建省,藁城区
CU17028026714983,梁女士,女,52,100000003,17639150764,广西壮族自治区,门头沟区
CU17025357286190,朱小姐,女,51,100000006,18658269071,江苏省,山阴县
CU17014876951234,禹女士,女,41,100000003,15864805297,吉林省,无极县
CU17021510249637,岑先生,男,48,100000005,15692450671,河北省,成安县
CU17020589274601,乐女士,女,46,100000009,17984950376,安徽省,铁锋区
CU17023205678914,云先生,男,44,100000004,18523471905,河北省,中阳县
CU17025723986041,茅女士,女,45,100000003,13537609145,天津市,离石区
CU17020740218659,孙小姐,女,20,100000003,13047190326,台湾省,临江市
CU17025914760853,秦小姐,女,25,100000001,18974169852,广西壮族自治区,新河县
CU17022245873901,尹小姐,女,27,100000008,15501862347,新疆维吾尔自治区,镶黄旗
CU17017932874506,臧女士,女,20,100000007,18686905237,宁夏回族自治区,东昌区
CU17015930764851,乐先生,男,39,100000006,18038492056,山东省,凌源市
CU17024310895627,尹女士,女,47,100000006,18112487906,云南省,小店区
CU17016982341670,李女士,女,41,100000000,18875461982,山东省,涿州市
CU17021048231756,柏先生,男,29,100000008,18921690385,海南省,龙沙区
CU17026951863470,倪女士,女,28,100000008,13545167098,陕西省,三河市
CU17014140637829,唐小姐,女,56,100000000,13132107459,贵州省,榆社县
CU17024768254301,穆女士,女,20,100000005,18045632791,香港特别行政区,正定县
CU17026740568921,孙先生,男,56,100000008,18605143928,上海市,武清区
CU17019597106824,滕先生,男,59,100000007,17878619350,青海省,兴安盟
CU17011398045716,鲁女士,女,51,100000004,15819356847,河北省,建华区
CU17013832704569,陶小姐,女,29,100000000,15545603798,湖北省,灯塔市
CU17012309628475,傅先生,男,42,100000007,18281243905,陕西省,河东区
CU17024801257694,史小姐,女,52,100000009,18720314978,辽宁省,秦皇岛市
CU17027105948672,殷先生,男,22,100000005,18760183524,江苏省,振安区
CU17023631840579,乐先生,男,28,100000002,13598630425,吉林省,呼伦贝尔市
CU17013597810263,宋先生,男,56,100000003,13919350286,贵州省,河东区
CU17018213804675,蒋小姐,女,54,100000009,13165831794,北京市,工农区
CU17028574926308,时小姐,女,36,100000009,18965379412,新疆维吾尔自治区,宁城县
CU17011158490627,戴小姐,女,27,100000009,15701732986,天津市,高碑店市
CU17026079215348,尤小姐,女,36,100000007,18645613987,澳门特别行政区,定州市
CU17016893170645,尹女士,女,22,100000001,18773508214,内蒙古自治区,雄县
CU17015953674281,岑先生,男,40,100000002,15217924058,陕西省,太仆寺旗
CU17013130249756,卫先生,男,20,100000003,15240736928,天津市,馆陶县
CU17018957106324,施先生,男,60,100000000,18004978563,香港特别行政区,桥西区
CU17020428061795,时小姐,女,39,100000002,15286094123,山东省,皇姑区
CU17023639512078,许小姐,女,56,100000003,13008659412,湖南省,平遥县
CU17015870964312,姚小姐,女,25,100000006,13063972154,上海市,同江市
CU17022906283154,茅小姐,女,37,100000002,18678102594,山西省,永年区
CU17022324078619,康小姐,女,48,100000004,18856278419,北京市,赞皇县
CU17017419650278,潘先生,男,37,100000008,15108127436,河北省,平泉市
CU17021329071685,费女士,女,42,100000000,17945168209,新疆维吾尔自治区,武清区
CU17016273140659,滕先生,男,44,100000001,15727103956,宁夏回族自治区,二道江区
CU17023429107365,金女士,女,26,100000007,15302653197,山东省,灵丘县
CU17013083659724,孟先生,男,25,100000002,13591236807,台湾省,石拐区
CU17023042758361,鲁小姐,女,22,100000006,13824816730,辽宁省,平泉市
CU17011075261394,邹小姐,女,53,100000007,13181726504,天津市,青山区
CU17023831627940,元小姐,女,39,100000000,18767253041,宁夏回族自治区,方山县
CU17013459180263,邬小姐,女,33,100000001,15994150263,西藏自治区,宾县
CU17017794532180,郝先生,男,36,100000005,17943057169,山西省,康保县
CU17015952701843,周先生,男,28,100000006,18870569182,湖北省,海拉尔区
CU17027126403785,严先生,男,30,100000006,18650647182,江苏省,平乡县
CU17014095264731,穆女士,女,25,100000001,13959614720,云南省,铁锋区
CU17019504128396,俞女士,女,41,100000005,18585931240,广西壮族自治区,晋州市
CU17011581402379,堪女士,女,60,100000000,13336018597,陕西省,小店区
CU17014941836725,杨小姐,女,51,100000002,15502167583,澳门特别行政区,安新县
CU17015047138256,梁先生,男,59,100000009,18761238074,内蒙古自治区,五台县
CU17015625980741,顾小姐,女,22,100000003,18034190756,上海市,南岗区
CU17016078326945,戴先生,男,21,100000008,17837102549,江苏省,鄂托克旗
CU17020576830241,任先生,男,54,100000005,17208196425,新疆维吾尔自治区,阜新蒙古族自治县
CU17013925130674,褚女士,女,42,100000000,17472183065,湖北省,沁源县
CU17023018934725,皮女士,女,59,100000003,18903549671,安徽省,泊头市
CU17017150276984,雷先生,男,39,100000002,13498120765,香港特别行政区,新巴尔虎右旗
CU17019987051426,任先生,男,60,100000005,17398234071,山西省,鹤岗市
CU17017687945230,韩小姐,女,53,100000007,15285691420,澳门特别行政区,唐县
CU17014427938061,平女士,女,46,100000008,17989347520,云南省,清原满族自治县
CU17017742950138,于先生,男,47,100000002,18797534016,吉林省,宝清县
CU17020509367281,顾女士,女,45,100000008,18134520189,吉林省,红岗区
CU17016840157623,王小姐,女,35,100000000,13839248657,山西省,乌兰浩特市
CU17012980731426,屈先生,男,39,100000006,18432468579,四川省,珲春市
CU17020247061835,臧女士,女,33,100000003,17982093576,福建省,延庆区
CU17026815036924,姚先生,男,32,100000001,15034026517,陕西省,高平市
CU17013062483197,殷先生,男,58,100000003,13713562798,西藏自治区,陵川县
CU17013723584019,余小姐,女,32,100000006,15502619735,吉林省,尧都区
CU17021879465031,陶女士,女,22,100000004,15751826703,江苏省,滴道区
CU17022793406518,穆小姐,女,58,100000006,15161345827,台湾省,海兴县
CU17019247938615,傅女士,女,32,100000004,13083249675,四川省,汤旺河区
CU17025230719584,秦小姐,女,23,100000005,18751694370,宁夏回族自治区,南票区
CU17014389510426,酆小姐,女,53,100000005,15295632014,辽宁省,铁东区
CU17019605392178,于先生,男,54,100000003,18910924386,山东省,林西县
CU17028961453028,屈女士,女,52,100000008,17803712869,海南省,蒲县
CU17022874920165,蒋女士,女,49,100000003,18765132790,上海市,古冶区
CU17013174582096,柳先生,男,27,100000008,18048795120,天津市,顺义区
CU17015571304692,褚先生,男,21,100000001,18643857062,云南省,阳泉市
CU17028652843791,邵先生,男,27,100000003,18553092871,湖南省,鸡泽县
CU17012623785109,贝小姐,女,53,100000000,17984927135,上海市,临西县
CU17028592376814,祁女士,女,21,100000005,17729701356,山东省,榆次区
CU17020378904261,齐先生,男,36,100000000,18816594278,湖北省,古冶区
CU17015581397426,葛小姐,女,27,100000002,15564703128,重庆市,振安区
CU17016348106597,顾先生,男,25,100000001,18669832501,河北省,成安县
CU17028957083142,钱小姐,女,57,100000008,18290345827,黑龙江省,朝阳县
CU17024089275631,廉女士,女,58,100000004,13626817093,江西省,西岗区
CU17014019452386,陶小姐,女,49,100000001,13593801524,黑龙江省,磐石市
CU17011507219846,元女士,女,34,100000006,13543705916,重庆市,兴和县
CU17022039812457,宋先生,男,34,100000005,17478391206,黑龙江省,呼兰区
CU17026768902413,毛女士,女,44,100000007,18406843219,湖北省,临河区
CU17020594306182,雷小姐,女,49,100000008,18270915268,安徽省,东胜区
CU17027857496032,奚女士,女,43,100000006,17323059718,上海市,根河市
CU17021672305419,尤先生,男,47,100000005,13147285691,河南省,阿荣旗
CU17011384125076,窦先生,男,45,100000008,18392806543,贵州省,阳城县
CU17023134670582,梁小姐,女,30,100000008,18348135602,四川省,霍林郭勒市
CU17019638912504,成小姐,女,25,100000008,15871283506,西藏自治区,卓资县
CU17017920534716,萧女士,女,44,100000000,14724913807,广东省,辽阳县
CU17019452381769,尤先生,男,49,100000009,18690241578,福建省,邢台县
CU17016250347189,尤女士,女,48,100000008,17597605281,江苏省,锡林浩特市
CU17018560214837,乐先生,男,44,100000002,18926531078,山东省,绥滨县
CU17016153492870,钱小姐,女,43,100000009,18118730954,安徽省,岚县
CU17027785019236,邹先生,男,30,100000005,18274086239,江西省,浑源县
CU17028840396127,葛先生,男,42,100000006,15116027395,西藏自治区,凌海市
CU17017123497650,毕小姐,女,42,100000007,15119326450,台湾省,西丰县
CU17027367581402,水女士,女,54,100000002,18226094753,澳门特别行政区,丰台区
CU17022280615479,熊先生,男,25,100000001,18730649751,澳门特别行政区,尖草坪区
CU17024506927184,水先生,男,24,100000006,18884692173,河北省,拜泉县
CU17011278351049,陶小姐,女,35,100000005,17735910862,台湾省,灵寿县
CU17012802539147,何先生,男,27,100000003,17397086235,青海省,伊通满族自治县
CU17026724869315,熊先生,男,31,100000003,13727539160,西藏自治区,本溪满族自治县
CU17019421890763,奚先生,男,50,100000002,15013879240,宁夏回族自治区,准格尔旗
CU17026653170942,狄先生,男,25,100000003,15589143562,广东省,太仆寺旗
CU17024837564021,茅小姐,女,51,100000007,15053608147,宁夏回族自治区,山阴县
CU17025495328067,孟女士,女,60,100000001,18336945107,澳门特别行政区,新青区
CU17025891720435,苏小姐,女,29,100000004,17518206593,吉林省,天津市
CU17017349657802,柏先生,男,53,100000008,18603641972,澳门特别行政区,通辽市
CU17014549310862,秦小姐,女,25,100000006,18537912648,天津市,集贤县
CU17026089624315,毕先生,男,57,100000001,17397031485,辽宁省,阜平县
CU17027039768254,周先生,男,21,100000006,13531586920,香港特别行政区,临漳县
CU17012324170698,堪女士,女,38,100000002,18797460532,澳门特别行政区,滨海新区
CU17020053481267,赵女士,女,21,100000004,18937421658,广西壮族自治区,东丽区
CU17025540637218,朱小姐,女,31,100000000,17350819273,浙江省,伊通满族自治县
CU17013642571389,齐先生,男,57,100000000,13704315679,江西省,鄂尔多斯市
CU17013763048129,纪小姐,女,20,100000000,15739470521,内蒙古自治区,商都县
CU17011921645830,华女士,女,20,100000003,13676948350,山西省,乌兰察布市
